task_id,task_family,literature_anchor,agent,agent_short,task_complexity,tool_need,ambiguity,context_length_k,success_prob_true,success,pass_at_1,confidence,invalid_tool_call,hallucination,timeout,latency_sec,input_tokens,output_tokens,total_tokens,cost_units,failure_mode,stress_type,stressed_success
T0002,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.46993960304987914,0.6328582424881323,0.2730096561055924,8.165687451569678,0.4362975848050103,1,1,0.25980082946469135,0,1,0,41.838759592438414,3345,2293,5638,0.1319292,success,prompt_noise,1
T0002,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.46993960304987914,0.6328582424881323,0.2730096561055924,8.165687451569678,0.44186376087564866,0,0,0.39202088965408644,0,1,0,40.41228485844272,3279,2443,5722,0.16136040000000001,hallucination,none,0
T0003,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.5992372323102702,0.5688458280934414,0.5854436048249264,6.108447309254538,0.19093103863064048,0,0,0.2915497430790019,1,0,0,23.827388167717707,2976,1358,4334,0.052008,invalid_tool_call,none,1
T0003,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.5992372323102702,0.5688458280934414,0.5854436048249264,6.108447309254538,0.2208930322367424,0,0,0.16160358236339672,0,1,0,31.866008575171566,2373,1458,3831,0.0551664,hallucination,tool_delay,1
T0003,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.5992372323102702,0.5688458280934414,0.5854436048249264,6.108447309254538,0.25915015539048214,0,0,0.20113828785711085,0,1,0,65.91263572281248,2670,2477,5147,0.1019106,hallucination,evidence_conflict,0
T0003,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.5992372323102702,0.5688458280934414,0.5854436048249264,6.108447309254538,0.3402062718472611,1,1,0.3728536571041104,0,0,0,41.15044183315977,2432,2401,4833,0.10149300000000001,success,prompt_noise,0
T0003,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.5992372323102702,0.5688458280934414,0.5854436048249264,6.108447309254538,0.30507092234022765,0,0,0.27969263830877755,0,0,0,59.25794967749533,2441,2151,4592,0.1074528,ambiguous_instruction,schema_shift,0
T0003,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.5992372323102702,0.5688458280934414,0.5854436048249264,6.108447309254538,0.2744835113040233,0,0,0.43497128419715253,0,1,0,64.47721783236439,2774,2817,5591,0.1576662,hallucination,none,1
T0004,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.4186597656367301,0.5790996149525466,0.3870900722181795,21.099392766361117,0.18798339442606568,0,0,0.02,0,1,0,50.60731220402306,7109,1287,8396,0.10075200000000001,hallucination,prompt_noise,0
T0004,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.4186597656367301,0.5790996149525466,0.3870900722181795,21.099392766361117,0.21956647261279383,0,0,0.08795220319823707,0,0,0,32.42776209066944,7624,1347,8971,0.1291824,wrong_final_answer,schema_shift,0
T0004,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.4186597656367301,0.5790996149525466,0.3870900722181795,21.099392766361117,0.2540353060851768,0,0,0.1288965775375649,0,1,0,61.61645719051075,7380,2126,9506,0.1882188,hallucination,none,0
T0004,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.4186597656367301,0.5790996149525466,0.3870900722181795,21.099392766361117,0.30534942110581914,0,0,0.39172806281516326,0,0,0,91.62145885493045,7268,2228,9496,0.199416,wrong_final_answer,schema_shift,1
T0004,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.4186597656367301,0.5790996149525466,0.3870900722181795,21.099392766361117,0.335286819979278,0,0,0.5582239743499418,0,0,0,86.57678027489823,7103,2066,9169,0.2145546,wrong_final_answer,none,1
T0004,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.4186597656367301,0.5790996149525466,0.3870900722181795,21.099392766361117,0.2899114466309993,1,1,0.277492854463084,1,1,0,97.96889165999592,7250,2526,9776,0.2756832,success,prompt_noise,0
T0005,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.656008876219042,0.24200098708824436,0.3575863704326938,1.7653199265152246,0.2642480674629916,0,0,0.3341666965015165,0,0,0,17.563902996380353,1187,1859,3046,0.036552,wrong_final_answer,prompt_noise,0
T0005,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.656008876219042,0.24200098708824436,0.3575863704326938,1.7653199265152246,0.2496561815739366,1,1,0.028259746800152738,0,1,0,29.0451194137862,1121,1991,3112,0.0448128,success,tool_delay,1
T0005,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.656008876219042,0.24200098708824436,0.3575863704326938,1.7653199265152246,0.27551144432062286,0,0,0.2133178632366699,0,0,0,26.99566186736652,1235,1915,3150,0.062369999999999995,wrong_final_answer,prompt_noise,1
T0005,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.656008876219042,0.24200098708824436,0.3575863704326938,1.7653199265152246,0.26546996648516474,1,1,0.07051522545339277,0,0,0,46.942653176890566,1455,2427,3882,0.081522,success,prompt_noise,0
T0005,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.656008876219042,0.24200098708824436,0.3575863704326938,1.7653199265152246,0.31488959911227443,0,0,0.4164796774134829,0,1,0,32.31751044450266,1512,2534,4046,0.09467640000000001,hallucination,schema_shift,0
T0005,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.656008876219042,0.24200098708824436,0.3575863704326938,1.7653199265152246,0.3586416119822836,1,1,0.558620521611519,0,0,0,53.96179585381838,1219,2817,4036,0.11381519999999999,success,none,0
T0006,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.6574037766722562,0.4607694125424924,0.2554431697830508,12.66499579897352,0.21162564127423958,0,0,0.3687717234575028,1,0,0,51.277539026266545,4543,1598,6141,0.07369200000000001,invalid_tool_call,schema_shift,0
T0006,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.6574037766722562,0.4607694125424924,0.2554431697830508,12.66499579897352,0.17255607492444922,0,0,0.03594295088784892,0,1,0,30.14868510703492,4210,1786,5996,0.0863424,hallucination,schema_shift,0
T0006,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.6574037766722562,0.4607694125424924,0.2554431697830508,12.66499579897352,0.2628776523765981,0,0,0.21562871170964945,1,0,0,57.449262367238404,4661,2354,7015,0.138897,invalid_tool_call,tool_delay,0
T0006,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.6574037766722562,0.4607694125424924,0.2554431697830508,12.66499579897352,0.2733059677570749,0,0,0.2391198797911659,0,1,0,36.40255943737658,4504,2459,6963,0.14622300000000002,hallucination,schema_shift,0
T0006,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.6574037766722562,0.4607694125424924,0.2554431697830508,12.66499579897352,0.3333420745359427,0,0,0.34201403227209454,0,0,0,101.14175496049782,4642,2270,6912,0.1617408,wrong_final_answer,tool_delay,0
T0006,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.6574037766722562,0.4607694125424924,0.2554431697830508,12.66499579897352,0.2986030806214382,1,1,0.15889438151973456,1,0,0,64.85417382706162,4711,2705,7416,0.20913120000000002,success,none,0
T0007,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.3752539666277024,0.42162971064523724,0.2810654373148186,7.753117933155471,0.2704247851437802,0,0,0.5045462923589361,0,0,1,25.932084666234314,3079,1481,4560,0.05472,timeout,none,0
T0007,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.3752539666277024,0.42162971064523724,0.2810654373148186,7.753117933155471,0.31537107844405005,0,0,0.06661306612509504,0,0,0,31.857005735320197,2953,1255,4208,0.0605952,wrong_final_answer,none,0
T0007,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.3752539666277024,0.42162971064523724,0.2810654373148186,7.753117933155471,0.35407394988627,0,0,0.4283744839233172,0,0,0,37.24370520619317,3052,2045,5097,0.1009206,wrong_final_answer,schema_shift,0
T0007,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.3752539666277024,0.42162971064523724,0.2810654373148186,7.753117933155471,0.3437074645998073,0,0,0.40325855486010276,0,0,0,45.80396432369455,3208,2112,5320,0.11172000000000001,wrong_final_answer,schema_shift,0
T0007,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.3752539666277024,0.42162971064523724,0.2810654373148186,7.753117933155471,0.36697487032868614,0,0,0.40993410366311667,0,0,0,54.22851680972873,3051,2385,5436,0.1272024,wrong_final_answer,none,1
T0007,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.3752539666277024,0.42162971064523724,0.2810654373148186,7.753117933155471,0.41170108825032026,1,1,0.4264816272984041,0,0,0,48.22389669156367,2833,1912,4745,0.133809,success,evidence_conflict,1
T0008,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.3716598799530715,0.6058096251400368,0.15749402064960308,9.734725766711254,0.3110528780740669,0,0,0.3995114451220537,1,1,0,21.633673563051357,3958,1360,5318,0.063816,invalid_tool_call,none,0
T0008,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.3716598799530715,0.6058096251400368,0.15749402064960308,9.734725766711254,0.3236903585144235,0,0,0.4001868668325581,0,0,0,30.179940301602613,3799,1258,5057,0.0728208,wrong_final_answer,prompt_noise,0
T0008,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.3716598799530715,0.6058096251400368,0.15749402064960308,9.734725766711254,0.30169484397431934,0,0,0.24610143284871255,0,1,0,45.19489362352944,3672,1967,5639,0.11165220000000001,hallucination,none,0
T0008,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.3716598799530715,0.6058096251400368,0.15749402064960308,9.734725766711254,0.4399041738224416,1,1,0.3960326533531012,0,0,0,50.212064141142,3662,1957,5619,0.117999,success,none,0
T0008,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.3716598799530715,0.6058096251400368,0.15749402064960308,9.734725766711254,0.40564141093802836,0,0,0.3864836140473863,0,1,0,46.839576689860124,3879,2445,6324,0.1479816,hallucination,evidence_conflict,0
T0008,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.3716598799530715,0.6058096251400368,0.15749402064960308,9.734725766711254,0.4627517942296067,1,1,0.6925057924367385,0,0,0,69.38868741778602,3455,2856,6311,0.17797020000000002,success,tool_delay,1
T0009,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.11261092478801749,0.4112382807681601,0.21204376994785376,2.8607788852147595,0.41117824035044864,1,1,0.3487076308077993,1,0,0,8.947195489123231,1356,1154,2510,0.030119999999999997,success,evidence_conflict,0
T0009,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.11261092478801749,0.4112382807681601,0.21204376994785376,2.8607788852147595,0.3671848716235246,0,0,0.42095679529586905,1,0,0,14.415004562404643,1684,1615,3299,0.047505599999999995,invalid_tool_call,none,0
T0009,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.11261092478801749,0.4112382807681601,0.21204376994785376,2.8607788852147595,0.4545168971010436,1,1,0.380839680933896,0,0,0,17.171259766471337,1715,1900,3615,0.071577,success,prompt_noise,1
T0009,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.11261092478801749,0.4112382807681601,0.21204376994785376,2.8607788852147595,0.5193187792356555,1,1,0.3097851395241167,0,0,0,23.17847908868965,1832,1738,3570,0.07497,success,none,0
T0009,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.11261092478801749,0.4112382807681601,0.21204376994785376,2.8607788852147595,0.5157157624041208,0,0,0.416387088025804,0,0,0,21.49607265641693,1691,2242,3933,0.0920322,wrong_final_answer,schema_shift,1
T0009,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.11261092478801749,0.4112382807681601,0.21204376994785376,2.8607788852147595,0.5646705988446696,1,1,0.5978149249091324,0,0,1,24.111102514401537,1275,2443,3718,0.10484760000000001,success,prompt_noise,1
T0010,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.6835042655567328,0.41755111626615915,0.6160503684372901,11.987081268928144,0.12134549833115817,0,0,0.05861925479079652,0,0,1,22.132560882158312,4125,1696,5821,0.069852,timeout,tool_delay,0
T0010,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.6835042655567328,0.41755111626615915,0.6160503684372901,11.987081268928144,0.17817596143525405,0,0,0.15814460982222622,0,0,0,76.8808671059525,4491,1875,6366,0.0916704,ambiguous_instruction,none,0
T0010,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.6835042655567328,0.41755111626615915,0.6160503684372901,11.987081268928144,0.2447535151716688,0,0,0.10969265599375273,0,1,0,52.630874567786485,4558,2519,7077,0.1401246,hallucination,evidence_conflict,0
T0010,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.6835042655567328,0.41755111626615915,0.6160503684372901,11.987081268928144,0.21812352241962685,0,0,0.2739909638773672,1,0,0,36.06157176731454,4242,2108,6350,0.13335,invalid_tool_call,none,0
T0010,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.6835042655567328,0.41755111626615915,0.6160503684372901,11.987081268928144,0.20637016893950771,0,0,0.2847325539240721,0,0,0,81.8622130978518,4376,2612,6988,0.16351920000000003,ambiguous_instruction,none,1
T0010,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.6835042655567328,0.41755111626615915,0.6160503684372901,11.987081268928144,0.2537814773923399,0,0,0.46914374027425626,0,0,0,76.08208706063812,4231,2728,6959,0.1962438,ambiguous_instruction,none,0
T0011,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.3207958981346625,0.7253414640064395,0.5302675372100444,8.126097492440602,0.2771973731138431,0,0,0.397406820832024,1,0,0,31.467251724214254,2927,878,3805,0.045660000000000006,invalid_tool_call,prompt_noise,0
T0011,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.3207958981346625,0.7253414640064395,0.5302675372100444,8.126097492440602,0.23240787056132148,0,0,0.19649610609509072,1,0,0,29.294789982728606,3058,1574,4632,0.06670079999999999,invalid_tool_call,prompt_noise,0
T0011,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.3207958981346625,0.7253414640064395,0.5302675372100444,8.126097492440602,0.43193479478647145,0,0,0.5207365031429917,1,0,0,50.271961726339505,3444,2112,5556,0.11000879999999999,invalid_tool_call,none,0
T0011,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.3207958981346625,0.7253414640064395,0.5302675372100444,8.126097492440602,0.32641774098995036,0,0,0.5684927555042691,0,0,0,75.2862886172247,3463,2148,5611,0.117831,wrong_final_answer,none,0
T0011,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.3207958981346625,0.7253414640064395,0.5302675372100444,8.126097492440602,0.36100070336216306,0,0,0.362374156053139,0,1,0,52.94217395803217,3542,2449,5991,0.1401894,hallucination,evidence_conflict,1
T0011,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.3207958981346625,0.7253414640064395,0.5302675372100444,8.126097492440602,0.4259225126331887,1,1,0.49120035613377344,0,0,0,71.59954970771558,3289,2139,5428,0.1530696,success,prompt_noise,0
T0012,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.5936171580039334,0.5546695848281752,0.26496694391040637,12.41977456619164,0.2007808453936681,1,1,0.12541291534662324,0,0,0,29.134650699599053,4595,1425,6020,0.07224,success,schema_shift,0
T0012,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.5936171580039334,0.5546695848281752,0.26496694391040637,12.41977456619164,0.23522824498838257,0,0,0.23872143857758288,1,0,0,31.469707348188397,4169,1326,5495,0.07912799999999999,invalid_tool_call,none,0
T0012,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.5936171580039334,0.5546695848281752,0.26496694391040637,12.41977456619164,0.3235715121256654,1,1,0.28442007152290055,0,0,0,53.57410836622104,4414,1939,6353,0.1257894,success,none,1
T0012,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.5936171580039334,0.5546695848281752,0.26496694391040637,12.41977456619164,0.29277172629058146,1,1,0.47492599527195617,0,0,1,66.09017393019018,4615,2955,7570,0.15897,success,none,0
T0012,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.5936171580039334,0.5546695848281752,0.26496694391040637,12.41977456619164,0.3023167299606121,0,0,0.14988069803596227,0,0,0,70.94006663839991,4610,2509,7119,0.1665846,wrong_final_answer,evidence_conflict,0
T0012,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.5936171580039334,0.5546695848281752,0.26496694391040637,12.41977456619164,0.29053418282229576,1,1,0.364943710381575,1,0,0,58.96511344488626,4476,2567,7043,0.19861260000000003,success,none,0
T0013,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.551399574843872,0.557560284200164,0.16935944536397265,5.929230341693436,0.25350708113159187,1,1,0.02,1,1,0,29.287027491987374,2762,1415,4177,0.050123999999999995,success,schema_shift,0
T0013,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.551399574843872,0.557560284200164,0.16935944536397265,5.929230341693436,0.2567331030006756,0,0,0.07245605460954127,0,0,0,28.761990131905453,2382,1816,4198,0.060451200000000004,wrong_final_answer,none,1
T0013,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.551399574843872,0.557560284200164,0.16935944536397265,5.929230341693436,0.3295758049093664,0,0,0.23936510317174636,1,0,0,34.64928810685899,2550,1874,4424,0.0875952,invalid_tool_call,none,0
T0013,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.551399574843872,0.557560284200164,0.16935944536397265,5.929230341693436,0.3357472106397789,1,1,0.2975984248043634,1,1,0,59.093606731542266,2783,1817,4600,0.09659999999999999,success,evidence_conflict,1
T0013,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.551399574843872,0.557560284200164,0.16935944536397265,5.929230341693436,0.34876057247955494,0,0,0.4825594603963341,0,0,0,53.98928039873065,2551,2392,4943,0.11566619999999998,wrong_final_answer,prompt_noise,1
T0013,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.551399574843872,0.557560284200164,0.16935944536397265,5.929230341693436,0.40928648274257073,0,0,0.548178487821829,0,0,0,82.8884466586806,2576,2865,5441,0.15343620000000002,wrong_final_answer,prompt_noise,0
T0014,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.40020223582005515,0.5903009508319629,0.5776457471497733,12.913129016347106,0.28565599996145796,1,1,0.12188700169727013,1,0,1,23.493254646615373,4683,1412,6095,0.07314,success,none,0
T0014,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.40020223582005515,0.5903009508319629,0.5776457471497733,12.913129016347106,0.2721118264162968,0,0,0.40467333226460034,0,0,0,44.02010406094252,4523,1390,5913,0.0851472,ambiguous_instruction,tool_delay,0
T0014,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.40020223582005515,0.5903009508319629,0.5776457471497733,12.913129016347106,0.31783672176442634,1,1,0.3575615403639698,0,0,0,58.00398642602771,4816,1711,6527,0.1292346,success,tool_delay,1
T0014,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.40020223582005515,0.5903009508319629,0.5776457471497733,12.913129016347106,0.3151544844443065,0,0,0.40717322905841574,0,1,0,79.666979724717,4683,2217,6900,0.14490000000000003,hallucination,prompt_noise,1
T0014,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.40020223582005515,0.5903009508319629,0.5776457471497733,12.913129016347106,0.3664393480787276,1,1,0.40145837253101446,0,0,0,63.43304919711196,4764,2447,7211,0.1687374,success,tool_delay,0
T0014,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.40020223582005515,0.5903009508319629,0.5776457471497733,12.913129016347106,0.3191525138348512,0,0,0.27873267771798005,0,1,0,57.28999912760708,4712,2519,7231,0.20391420000000002,hallucination,none,0
T0015,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.4942467018902001,0.5991794148794432,0.5189073649442395,6.441941078645032,0.24974433438850294,1,1,0.18281177286977213,0,0,0,23.522240379118564,2696,1693,4389,0.052668000000000006,success,evidence_conflict,0
T0015,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.4942467018902001,0.5991794148794432,0.5189073649442395,6.441941078645032,0.21822147755668023,0,0,0.10354645746851249,0,0,0,27.06571583705548,2600,1795,4395,0.063288,wrong_final_answer,evidence_conflict,0
T0015,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.4942467018902001,0.5991794148794432,0.5189073649442395,6.441941078645032,0.2981356766292208,1,1,0.35150289481264874,0,0,0,48.76447973131151,2771,2102,4873,0.09648540000000001,success,none,0
T0015,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.4942467018902001,0.5991794148794432,0.5189073649442395,6.441941078645032,0.3124569151542976,1,1,0.36883063130982846,0,0,0,57.141782881294546,2957,2179,5136,0.107856,success,none,0
T0015,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Memory_agent,Memory,0.4942467018902001,0.5991794148794432,0.5189073649442395,6.441941078645032,0.28446164318120903,0,0,0.346311925571644,0,0,0,48.67749729807498,2955,2410,5365,0.125541,wrong_final_answer,schema_shift,0
T0015,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Self_reflecting_agent,Reflect,0.4942467018902001,0.5991794148794432,0.5189073649442395,6.441941078645032,0.37051874632520027,1,1,0.5459106166750756,0,0,0,61.36494747312086,2589,2638,5227,0.14740140000000002,success,tool_delay,1
T0016,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Direct_LLM,Direct,0.6216810137908529,0.7395022603577959,0.3739774158834316,8.881805306662917,0.20708644738167878,0,0,0.0944855213392037,1,1,0,45.882100578041964,3604,1880,5484,0.065808,invalid_tool_call,prompt_noise,1
T0016,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,CoT_prompted,CoT,0.6216810137908529,0.7395022603577959,0.3739774158834316,8.881805306662917,0.2210051431685544,1,1,0.13102754257441232,0,0,0,32.33565761959162,3534,1753,5287,0.0761328,success,schema_shift,0
T0016,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,ReAct_agent,ReAct,0.6216810137908529,0.7395022603577959,0.3739774158834316,8.881805306662917,0.27338461965957955,1,1,0.4391895308649152,0,0,0,46.35122673233468,3406,2002,5408,0.1070784,success,none,0
T0016,QA_retrieval,ReAct / HotpotQA-style retrieval reasoning,Tool_router_agent,Tool-router,0.6216810137908529,0.7395022603577959,0.3739774158834316,8.881805306662917,0.3094974458925426,1,1,0.3912407917250509,0,0,0,35.238351224332284,3093,2153,5246,0.11016600000000001,success,none,0
